route,lat,lon,genus,species,count
1183,43.518161,-112.996803,Tamias,minimus,1.6
1184,21.33333,103.58333,Maxomys,surifer,8
1184,21.33333,103.58333,Niviventer,confucianus,13
1184,21.33333,103.58333,Niviventer,fulvescens,1
1184,21.33333,103.58333,Rattus,rattus,2
1185,21.33333,103.58333,Maxomys,surifer,2
1185,21.33333,103.58333,Niviventer,confucianus,6
1186,21.33333,103.58333,Maxomys,surifer,1
1186,21.33333,103.58333,Niviventer,confucianus,5
1186,21.33333,103.58333,Niviventer,fulvescens,1
1186,21.33333,103.58333,Rattus,rattus,2
1187,21.33333,103.58333,Maxomys,surifer,6
1187,21.33333,103.58333,Mus,pahari,1
1187,21.33333,103.58333,Niviventer,confucianus,5
1187,21.33333,103.58333,Niviventer,fulvescens,1
1187,21.33333,103.58333,Rattus,rattus,1
1188,21.33333,103.58333,Maxomys,surifer,2
1188,21.33333,103.58333,Niviventer,confucianus,22
1189,21.33333,103.58333,Maxomys,surifer,4
1189,21.33333,103.58333,Niviventer,confucianus,3
1189,21.33333,103.58333,Niviventer,fulvescens,6
1190,21.33333,103.58333,Maxomys,surifer,4
1190,21.33333,103.58333,Niviventer,confucianus,19
1190,21.33333,103.58333,Niviventer,fulvescens,3
1191,21.33333,103.58333,Hylomys,suillus,1
1191,21.33333,103.58333,Bandicota,indica,1
1191,21.33333,103.58333,Mus,pahari,1
1191,21.33333,103.58333,Niviventer,confucianus,1
1191,21.33333,103.58333,Niviventer,fulvescens,4
1191,21.33333,103.58333,Rattus,tanezumi,3
1191,21.33333,103.58333,Crocidura,fuliginosa,1
1192,21.33333,103.58333,Hylomys,suillus,1
1192,21.33333,103.58333,Maxomys,surifer,1
1192,21.33333,103.58333,Mus,pahari,2
1192,21.33333,103.58333,Niviventer,fulvescens,5
1192,21.33333,103.58333,Crocidura,fuliginosa,1
1192,21.33333,103.58333,Crocidura,russula,1
1193,21.33333,103.58333,Leopoldamys,edwardsi,1
1193,21.33333,103.58333,Maxomys,surifer,2
1193,21.33333,103.58333,Mus,pahari,1
1193,21.33333,103.58333,Niviventer,confucianus,4
1193,21.33333,103.58333,Crocidura,russula,1
1194,21.33333,103.58333,Maxomys,surifer,1
1194,21.33333,103.58333,Niviventer,confucianus,11
1195,21.33333,103.58333,Maxomys,surifer,6
1195,21.33333,103.58333,Mus,pahari,8
1195,21.33333,103.58333,Niviventer,confucianus,9
1195,21.33333,103.58333,Niviventer,fulvescens,1
1196,21.33333,103.58333,Hylomys,suillus,1
1196,21.33333,103.58333,Maxomys,surifer,1
1196,21.33333,103.58333,Mus,pahari,2
1196,21.33333,103.58333,Niviventer,confucianus,6
1196,21.33333,103.58333,Niviventer,fulvescens,1
1196,21.33333,103.58333,Crocidura,horsfieldii,1
1197,-2.347464,9.615004,Heimyscus,fumosus,7
1197,-2.347464,9.615004,Hylomyscus,aeta,1
1197,-2.347464,9.615004,Hylomyscus,parvus,8
1197,-2.347464,9.615004,Hylomyscus,stella,33
1197,-2.347464,9.615004,Malacomys,longipes,
1197,-2.347464,9.615004,Praomys,tullbergi,74
1197,-2.347464,9.615004,Crocidura,batesi,2
1197,-2.347464,9.615004,Crocidura,crenata,2
1197,-2.347464,9.615004,Crocidura,goliath,5
1197,-2.347464,9.615004,Crocidura,grassei,1
1197,-2.347464,9.615004,Sylvisorex,johnstoni,11
1197,-2.347464,9.615004,Sylvisorex,ollula,2
1198,-2.40778,10.338825,Deomys,ferrugineus,14
1198,-2.40778,10.338825,Grammomys,kuru,1
1198,-2.40778,10.338825,Heimyscus,fumosus,16
1198,-2.40778,10.338825,Hybomys,univittatus,16
1198,-2.40778,10.338825,Hylomyscus,aeta,1
1198,-2.40778,10.338825,Hylomyscus,parvus,7
1198,-2.40778,10.338825,Hylomyscus,stella,38
1198,-2.40778,10.338825,Lophuromys,nudicaudus,2
1198,-2.40778,10.338825,Malacomys,longipes,6
1198,-2.40778,10.338825,Praomys,tullbergi,13
1198,-2.40778,10.338825,Crocidura,batesi,1
1198,-2.40778,10.338825,Crocidura,crenata,8
1198,-2.40778,10.338825,Crocidura,goliath,2
1198,-2.40778,10.338825,Crocidura,grassei,4
1198,-2.40778,10.338825,Paracrocidura,schoutedeni,3
1198,-2.40778,10.338825,Sylvisorex,c.f. konganensis,1
1198,-2.40778,10.338825,Sylvisorex,johnstoni,7
1198,-2.40778,10.338825,Sylvisorex,ollula,5
1199,-2.734498,10.082635,Grammomys,kuru,
1199,-2.734498,10.082635,Hylomyscus,parvus,4
1199,-2.734498,10.082635,Hylomyscus,stella,8
1199,-2.734498,10.082635,Malacomys,longipes,17
1199,-2.734498,10.082635,Mus,minutoides,
1199,-2.734498,10.082635,Praomys,tullbergi,2
1199,-2.734498,10.082635,Crocidura,batesi,
1199,-2.734498,10.082635,Crocidura,crenata,
1199,-2.734498,10.082635,Crocidura,dolichura,
1199,-2.734498,10.082635,Crocidura,goliath,6
1199,-2.734498,10.082635,Suncus,remyi,1
1199,-2.734498,10.082635,Sylvisorex,johnstoni,23
1199,-2.734498,10.082635,Sylvisorex,ollula,3
1200,-1.907225,9.853757,Deomys,ferrugineus,2
1200,-1.907225,9.853757,Grammomys,kuru,2
1200,-1.907225,9.853757,Heimyscus,fumosus,3
1200,-1.907225,9.853757,Hybomys,univittatus,14
1200,-1.907225,9.853757,Hylomyscus,aeta,3
1200,-1.907225,9.853757,Hylomyscus,parvus,3
1200,-1.907225,9.853757,Hylomyscus,stella,13
1200,-1.907225,9.853757,Lophuromys,nudicaudus,6
1200,-1.907225,9.853757,Malacomys,longipes,3
1200,-1.907225,9.853757,Mus,minutoides,28
1200,-1.907225,9.853757,Praomys,tullbergi,2
1200,-1.907225,9.853757,Stochomys,longicaudatus,2
1200,-1.907225,9.853757,Crocidura,batesi,5
1200,-1.907225,9.853757,Crocidura,crenata,11
1200,-1.907225,9.853757,Crocidura,dolichura,2
1200,-1.907225,9.853757,Crocidura,goliath,4
1200,-1.907225,9.853757,Crocidura,grassei,1
1200,-1.907225,9.853757,Paracrocidura,schoutedeni,6
1200,-1.907225,9.853757,Suncus,remyi,2
1200,-1.907225,9.853757,Sylvisorex,johnstoni,24
1200,-1.907225,9.853757,Sylvisorex,ollula,4
1201,-1.711624,9.811753,Deomys,ferrugineus,7
1201,-1.711624,9.811753,Grammomys,kuru,3
1201,-1.711624,9.811753,Heimyscus,fumosus,7
1201,-1.711624,9.811753,Hybomys,univittatus,13
1201,-1.711624,9.811753,Hylomyscus,aeta,6
1201,-1.711624,9.811753,Hylomyscus,parvus,11
1201,-1.711624,9.811753,Hylomyscus,stella,80
1201,-1.711624,9.811753,Lophuromys,nudicaudus,1
1201,-1.711624,9.811753,Malacomys,longipes,6
1201,-1.711624,9.811753,Praomys,tullbergi,2
1201,-1.711624,9.811753,Crocidura,batesi,2
1201,-1.711624,9.811753,Crocidura,crenata,17
1201,-1.711624,9.811753,Crocidura,dolichura,8
1201,-1.711624,9.811753,Crocidura,goliath,3
1201,-1.711624,9.811753,Paracrocidura,schoutedeni,1
1201,-1.711624,9.811753,Suncus,remyi,2
1201,-1.711624,9.811753,Sylvisorex,johnstoni,33
1201,-1.711624,9.811753,Sylvisorex,ollula,20
1202,40.066275,-112.55117,Dipodomys,ordii,61
1202,40.066275,-112.55117,Perognathus,parvus,29
1202,40.066275,-112.55117,Lemmiscus,curtatus,6
1202,40.066275,-112.55117,Onychomys,leucogaster,2
1202,40.066275,-112.55117,Peromyscus,maniculatus,119
1202,40.066275,-112.55117,Peromyscus,truei,1
1202,40.066275,-112.55117,Reithrodontomys,megalotis,9
1202,40.066275,-112.55117,Ammospermophilus,leucurus,4
1202,40.066275,-112.55117,Tamias,minimus,1
1202,40.066275,-112.55117,Dipodomys,ordii,58
1202,40.066275,-112.55117,Perognathus,parvus,26
1202,40.066275,-112.55117,Lemmiscus,curtatus,9
1202,40.066275,-112.55117,Onychomys,leucogaster,3
1202,40.066275,-112.55117,Peromyscus,maniculatus,124
1202,40.066275,-112.55117,Peromyscus,truei,3
1202,40.066275,-112.55117,Reithrodontomys,megalotis,11
1202,40.066275,-112.55117,Ammospermophilus,leucurus,3
1202,40.066275,-112.55117,Tamias,minimus,3
1203,40.066275,-112.55117,Dipodomys,ordii,7
1203,40.066275,-112.55117,Perognathus,parvus,1
1203,40.066275,-112.55117,Lemmiscus,curtatus,2
1203,40.066275,-112.55117,Peromyscus,maniculatus,15
1203,40.066275,-112.55117,Reithrodontomys,megalotis,3
1203,40.066275,-112.55117,Dipodomys,ordii,15
1203,40.066275,-112.55117,Perognathus,parvus,2
1203,40.066275,-112.55117,Lemmiscus,curtatus,5
1203,40.066275,-112.55117,Peromyscus,maniculatus,22
1203,40.066275,-112.55117,Reithrodontomys,megalotis,5
1204,46.484575,-119.330506,Perognathus,parvus,362
1204,46.484575,-119.330506,Onychomys,leucogaster,10
1204,46.484575,-119.330506,Peromyscus,maniculatus,54
1204,46.484575,-119.330506,Reithrodontomys,megalotis,6
1204,46.484575,-119.330506,Spermophilus,townsendii,1
1205,46.484575,-119.330506,Perognathus,parvus,107
1205,46.484575,-119.330506,Onychomys,leucogaster,5
1205,46.484575,-119.330506,Peromyscus,maniculatus,14
1205,46.484575,-119.330506,Reithrodontomys,megalotis,2
1206,3.743333,17.559444,Crocidura,dolichura,1
1206,3.743333,17.559444,Crocidura,hildegardeae,5
1206,3.743333,17.559444,Crocidura,mutesae,1
1206,3.743333,17.559444,Crocidura,poensis,1
1206,3.743333,17.559444,Paracrocidura,schoutedeni,7
1206,3.743333,17.559444,Sylvisorex,johnstoni,1
1206,3.743333,17.559444,Sylvisorex,ollula,2
1207,3.9225,16.984167,Congosorex,sp. nov.,1
1207,3.9225,16.984167,Crocidura,dolichura,7
1207,3.9225,16.984167,Crocidura,hildegardeae,7
1207,3.9225,16.984167,Crocidura,olivieri,2
1207,3.9225,16.984167,Crocidura,poensis,7
1207,3.9225,16.984167,Paracrocidura,schoutedeni,1
1207,3.9225,16.984167,Sylvisorex,ollula,2
1208,3.9,17.033333,Congosorex,sp. nov.,27
1208,3.9,17.033333,Crocidura,batesi,148
1208,3.9,17.033333,Crocidura,crenata,108
1208,3.9,17.033333,Crocidura,denti,13
1208,3.9,17.033333,Crocidura,dolichura,108
1208,3.9,17.033333,Crocidura,goliath,1
1208,3.9,17.033333,Crocidura,grassei,13
1208,3.9,17.033333,Crocidura,hildegardeae,1
1208,3.9,17.033333,Crocidura,ludia,13
1208,3.9,17.033333,Crocidura,mutesae,1
1208,3.9,17.033333,Crocidura,nigrofusca,1
1208,3.9,17.033333,Crocidura,olivieri,121
1208,3.9,17.033333,Crocidura,poensis,27
1208,3.9,17.033333,Paracrocidura,schoutedeni,243
1208,3.9,17.033333,Suncus,remyi,54
1208,3.9,17.033333,Sylvisorex,johnstoni,337
1208,3.9,17.033333,Sylvisorex,konganensis,13
1208,3.9,17.033333,Sylvisorex,ollula,121
1209,3.762222,17.514167,Crocidura,dolichura,2
1209,3.762222,17.514167,Crocidura,hildegardeae,8
1209,3.762222,17.514167,Crocidura,mutesae,1
1209,3.762222,17.514167,Crocidura,poensis,4
1209,3.762222,17.514167,Paracrocidura,schoutedeni,2
1209,3.762222,17.514167,Sylvisorex,ollula,5
1210,4.013333,17.067222,Congosorex,sp. nov.,5
1210,4.013333,17.067222,Crocidura,batesi,1
1210,4.013333,17.067222,Crocidura,dolichura,1
1210,4.013333,17.067222,Crocidura,nigrofusca,11
1210,4.013333,17.067222,Crocidura,olivieri,4
1210,4.013333,17.067222,Crocidura,poensis,2
1210,4.013333,17.067222,Paracrocidura,schoutedeni,23
1210,4.013333,17.067222,Suncus,remyi,2
1210,4.013333,17.067222,Sylvisorex,johnstoni,11
1210,4.013333,17.067222,Sylvisorex,ollula,2
1211,3.933333,16.983333,Congosorex,sp. nov.,6
1211,3.933333,16.983333,Crocidura,dolichura,15
1211,3.933333,16.983333,Crocidura,hildegardeae,4
1211,3.933333,16.983333,Crocidura,poensis,12
1211,3.933333,16.983333,Paracrocidura,schoutedeni,17
1211,3.933333,16.983333,Suncus,remyi,1
1211,3.933333,16.983333,Sylvisorex,johnstoni,3
1211,3.933333,16.983333,Sylvisorex,ollula,8
1212,3.9,17.033333,Deomys,ferrugineus,19
1212,3.9,17.033333,Hybomys,spp.,34
1212,3.9,17.033333,Hylomyscus,spp.,378
1212,3.9,17.033333,Lophuromys,spp.,7
1212,3.9,17.033333,Malacomys,spp.,10
1212,3.9,17.033333,Praomys,spp.,270
1212,3.9,17.033333,Stochomys,longicaudatus,18
1213,46.66,-119.519444,Perognathus,parvus,107
1213,46.66,-119.519444,Onychomys,leucogaster,1
1213,46.66,-119.519444,Peromyscus,maniculatus,38
1213,46.66,-119.519444,Reithrodontomys,megalotis,6
1214,46.66,-119.519444,Perognathus,parvus,4
1214,46.66,-119.519444,Peromyscus,maniculatus,32
1214,46.66,-119.519444,Reithrodontomys,megalotis,1
1215,46.66,-119.519444,Perognathus,parvus,22
1215,46.66,-119.519444,Onychomys,leucogaster,1
1215,46.66,-119.519444,Peromyscus,maniculatus,13
1216,46.66,-119.519444,Perognathus,parvus,57
1216,46.66,-119.519444,Peromyscus,maniculatus,6
1216,46.66,-119.519444,Reithrodontomys,megalotis,1
1217,46.66,-119.519444,Perognathus,parvus,10
1217,46.66,-119.519444,Peromyscus,maniculatus,1
1218,46.66,-119.519444,Perognathus,parvus,48
1218,46.66,-119.519444,Onychomys,leucogaster,5
1218,46.66,-119.519444,Peromyscus,maniculatus,2
1219,46.66,-119.519444,Perognathus,parvus,1
1219,46.66,-119.519444,Peromyscus,maniculatus,25
1219,46.66,-119.519444,Reithrodontomys,megalotis,11
1220,46.66,-119.519444,Perognathus,parvus,3
1221,46.66,-119.519444,Perognathus,parvus,11
1221,46.66,-119.519444,Peromyscus,maniculatus,20
1221,46.66,-119.519444,Reithrodontomys,megalotis,1
1222,46.66,-119.519444,Perognathus,parvus,4
1222,46.66,-119.519444,Sylvilagus,nuttallii,1
1222,46.66,-119.519444,Peromyscus,maniculatus,17
1223,46.66,-119.519444,Perognathus,parvus,169
1223,46.66,-119.519444,Lemmiscus,curtatus,2
1223,46.66,-119.519444,Microtus,montanus,1
1223,46.66,-119.519444,Peromyscus,maniculatus,52
1224,46.66,-119.519444,Perognathus,parvus,57
1224,46.66,-119.519444,Peromyscus,maniculatus,67
1224,46.66,-119.519444,Reithrodontomys,megalotis,1
1225,46.66,-119.519444,Perognathus,parvus,29
1225,46.66,-119.519444,Peromyscus,maniculatus,1
1226,46.66,-119.519444,Perognathus,parvus,35
1227,46.66,-119.519444,Perognathus,parvus,115
1227,46.66,-119.519444,Onychomys,leucogaster,4
1228,46.66,-119.519444,Perognathus,parvus,15
1228,46.66,-119.519444,Onychomys,leucogaster,1
1228,46.66,-119.519444,Peromyscus,maniculatus,14
1229,1.376667,10.144444,Crocidura,batesi,
1229,1.376667,10.144444,Crocidura,dolichura,
1229,1.376667,10.144444,Crocidura,goliath,
1229,1.376667,10.144444,Crocidura,grassei,
1229,1.376667,10.144444,Crocidura,olivieri,
1229,1.376667,10.144444,Paracrocidura,schoutedeni,
1229,1.376667,10.144444,Sylvisorex,johnstoni,
1229,1.376667,10.144444,Sylvisorex,ollula,
1230,-1.9,23.45,Colomys,goslingi,13
1230,-1.9,23.45,Deomys,ferrugineus,242
1230,-1.9,23.45,Hybomys,lunaris,882
1230,-1.9,23.45,Hylomyscus,alleni,514
1230,-1.9,23.45,Lemniscomys,striatus,41
1230,-1.9,23.45,Lophuromys,flavopunctatus,278
1230,-1.9,23.45,Lophuromys,luteogaster,31
1230,-1.9,23.45,Malacomys,longipes,460
1230,-1.9,23.45,Mus,minutoides,31
1230,-1.9,23.45,Oenomys,hypoxanthus,76
1230,-1.9,23.45,Praomys,jacksoni,787
1230,-1.9,23.45,Stochomys,longicaudatus,173
1230,-1.9,23.45,Grammomys,poensis,13
1231,-2.525833,9.9975,Hylomyscus,spp.,2
1231,-2.525833,9.9975,Crocidura,dolichura,1
1231,-2.525833,9.9975,Crocidura,goliath,3
1231,-2.525833,9.9975,Crocidura,grassei,3
1231,-2.525833,9.9975,Sylvisorex,johnstoni,2
1231,-2.525833,9.9975,Sylvisorex,ollula,4
1232,-2.525833,9.9975,Lophuromys,sikapusi,1
1232,-2.525833,9.9975,Praomys,spp.,1
1232,-2.525833,9.9975,Stochomys,spp.,1
1232,-2.525833,9.9975,Crocidura,batesi,1
1232,-2.525833,9.9975,Crocidura,crenata,5
1232,-2.525833,9.9975,Crocidura,dolichura,1
1232,-2.525833,9.9975,Crocidura,goliath,1
1232,-2.525833,9.9975,Paracrocidura,schoutedeni,1
1232,-2.525833,9.9975,Suncus,remyi,1
1232,-2.525833,9.9975,Sylvisorex,johnstoni,5
1232,-2.525833,9.9975,Sylvisorex,ollula,1
1233,-2.525833,9.9975,Deomys,ferrugineus,1
1233,-2.525833,9.9975,Praomys,spp.,3
1233,-2.525833,9.9975,Crocidura,crenata,1
1233,-2.525833,9.9975,Crocidura,goliath,2
1233,-2.525833,9.9975,Paracrocidura,schoutedeni,4
1233,-2.525833,9.9975,Sylvisorex,johnstoni,8
1234,-2.525833,9.9975,Hybomys,univittatus,1
1234,-2.525833,9.9975,Crocidura,batesi,1
1234,-2.525833,9.9975,Crocidura,crenata,2
1234,-2.525833,9.9975,Crocidura,grassei,1
1234,-2.525833,9.9975,Sylvisorex,johnstoni,1
1234,-2.525833,9.9975,Sylvisorex,ollula,1
1235,-2.525833,9.9975,Hylomyscus,spp.,1
1235,-2.525833,9.9975,Crocidura,crenata,1
1236,-2.525833,9.9975,Crocidura,crenata,1
1236,-2.525833,9.9975,Paracrocidura,schoutedeni,1
1236,-2.525833,9.9975,Sylvisorex,johnstoni,2
1236,-2.525833,9.9975,Sylvisorex,ollula,1
1237,-2.525833,9.9975,Crocidura,batesi,1
1237,-2.525833,9.9975,Crocidura,crenata,2
1237,-2.525833,9.9975,Crocidura,goliath,4
1237,-2.525833,9.9975,Crocidura,grassei,1
1237,-2.525833,9.9975,Sylvisorex,johnstoni,2
1237,-2.525833,9.9975,Sylvisorex,ollula,1
1238,-2.525833,9.9975,Crocidura,batesi,1
1238,-2.525833,9.9975,Crocidura,grassei,1
1238,-2.525833,9.9975,Sylvisorex,johnstoni,6
1239,-2.525833,9.9975,Hylomyscus,spp.,1
1239,-2.525833,9.9975,Malacomys,longipes,1
1239,-2.525833,9.9975,Crocidura,grassei,2
1239,-2.525833,9.9975,Sylvisorex,johnstoni,2
1240,40.086111,-79.979167,Microtus,pennsylvanicus,151
1240,40.086111,-79.979167,Ondatra,zibethicus,2
1240,40.086111,-79.979167,Peromyscus,leucopus,18
1240,40.086111,-79.979167,Peromyscus,maniculatus,1
1240,40.086111,-79.979167,Zapus,hudsonius,128
1240,40.086111,-79.979167,Mus,musculus,1
1240,40.086111,-79.979167,Rattus,norvegicus,7
1240,40.086111,-79.979167,Rattus,rattus,2
1240,40.086111,-79.979167,Mustela,nivalis,2
1240,40.086111,-79.979167,Blarina,brevicauda,57
1240,40.086111,-79.979167,Sorex,cinereus,13
1240,40.086111,-79.979167,Parascalops,breweri,13
1241,40.086111,-79.979167,Microtus,pennsylvanicus,101
1241,40.086111,-79.979167,Peromyscus,leucopus,1
1241,40.086111,-79.979167,Zapus,hudsonius,35
1241,40.086111,-79.979167,Rattus,norvegicus,1
1241,40.086111,-79.979167,Rattus,rattus,7
1241,40.086111,-79.979167,Tamias,striatus,1
1241,40.086111,-79.979167,Blarina,brevicauda,24
1241,40.086111,-79.979167,Sorex,cinereus,1
1241,40.086111,-79.979167,Parascalops,breweri,2
1242,9.094167,-69.096944,Holochilus,sciureus,4
1242,9.094167,-69.096944,Oecomys,speciosus,2
1242,9.094167,-69.096944,Oecomys,trinitatis,2
1242,9.094167,-69.096944,Oligoryzomys,fulvescens,58
1242,9.094167,-69.096944,Sigmodon,alstoni,910
1242,9.094167,-69.096944,Sigmodon,hispidus,1
1242,9.094167,-69.096944,Zygodontomys,brevicauda,600
1242,9.094167,-69.096944,Didelphis,marsupialis,6
1242,9.094167,-69.096944,Marmosa,robinsoni,2
1242,9.094167,-69.096944,Monodelphis,brevicaudata,2
1242,9.094167,-69.096944,Proechimys,guairae,10
1242,9.094167,-69.096944,Heteromys,anomalus,7
1242,9.094167,-69.096944,Rattus,rattus,43
1243,9.094167,-69.096944,Holochilus,sciureus,8
1243,9.094167,-69.096944,Oligoryzomys,fulvescens,59
1243,9.094167,-69.096944,Sigmodon,alstoni,154
1243,9.094167,-69.096944,Zygodontomys,brevicauda,262
1243,9.094167,-69.096944,Didelphis,marsupialis,2
1243,9.094167,-69.096944,Marmosa,robinsoni,5
1243,9.094167,-69.096944,Proechimys,guairae,5
1243,9.094167,-69.096944,Heteromys,anomalus,2
1243,9.094167,-69.096944,Rattus,rattus,104
1244,9.094167,-69.096944,Sigmodon,alstoni,74
1244,9.094167,-69.096944,Sigmodon,hispidus,41
1244,9.094167,-69.096944,Zygodontomys,brevicauda,45
1244,9.094167,-69.096944,Monodelphis,brevicaudata,2
1244,9.094167,-69.096944,Heteromys,anomalus,6
1244,9.094167,-69.096944,Rattus,rattus,6
1245,9.094167,-69.096944,Sigmodon,alstoni,58
1245,9.094167,-69.096944,Sigmodon,hispidus,2
1245,9.094167,-69.096944,Zygodontomys,brevicauda,18
1246,19.568275,-104.123281,Hodomys,alleni,6
1246,19.568275,-104.123281,Oryzomys,couesi,60
1246,19.568275,-104.123281,Peromyscus,aztecus,182
1246,19.568275,-104.123281,Reithrodontomys,fulvescens,100
1246,19.568275,-104.123281,Reithrodontomys,sumichrasti,4
1246,19.568275,-104.123281,Sigmodon,alleni,1
1247,19.568275,-104.123281,Hodomys,alleni,12
1247,19.568275,-104.123281,Oryzomys,couesi,13
1247,19.568275,-104.123281,Peromyscus,aztecus,36
1247,19.568275,-104.123281,Reithrodontomys,fulvescens,348
1247,19.568275,-104.123281,Sigmodon,alleni,19
1247,19.568275,-104.123281,Liomys,pictus,21
1248,39.948283,-121.038192,Microtus,spp.,9
1248,39.948283,-121.038192,Neotoma,fuscipes,16
1248,39.948283,-121.038192,Peromyscus,maniculatus,119
1248,39.948283,-121.038192,Glaucomys,sabrinus,5
1248,39.948283,-121.038192,Spermophilus,beecheyi,30
1248,39.948283,-121.038192,Spermophilus,lateralis,66
1248,39.948283,-121.038192,Tamias,spp.,217
1248,39.948283,-121.038192,Tamiasciurus,douglasii,2
1248,39.948283,-121.038192,Microtus,spp.,23
1248,39.948283,-121.038192,Neotoma,fuscipes,13
1248,39.948283,-121.038192,Peromyscus,maniculatus,1130
1248,39.948283,-121.038192,Glaucomys,sabrinus,2
1248,39.948283,-121.038192,Spermophilus,beecheyi,17
1248,39.948283,-121.038192,Spermophilus,lateralis,75
1248,39.948283,-121.038192,Tamias,spp.,377
1248,39.948283,-121.038192,Tamiasciurus,douglasii,10
1249,32.51335,-106.820567,Neotoma,albigula/micropus,38
1249,32.51335,-106.820567,Onychomys,arenicola,12
1249,32.51335,-106.820567,Peromyscus,eremicus,12
1249,32.51335,-106.820567,Peromyscus,maniculatus,11
1249,32.51335,-106.820567,Chaetodipus,intermedius,67
1249,32.51335,-106.820567,Chaetodipus,penicillatus,73
1249,32.51335,-106.820567,Dipodomys,merriami,566
1249,32.51335,-106.820567,Dipodomys,ordii,2
1249,32.51335,-106.820567,Perognathus,flavus,1
1249,32.51335,-106.820567,Neotoma,albigula/micropus,21
1249,32.51335,-106.820567,Onychomys,arenicola,11
1249,32.51335,-106.820567,Peromyscus,eremicus,26
1249,32.51335,-106.820567,Peromyscus,leucopus,9
1249,32.51335,-106.820567,Peromyscus,maniculatus,29
1249,32.51335,-106.820567,Reithrodontomys,megalotis,5
1249,32.51335,-106.820567,Chaetodipus,intermedius,19
1249,32.51335,-106.820567,Chaetodipus,penicillatus,51
1249,32.51335,-106.820567,Dipodomys,merriami,260
1249,32.51335,-106.820567,Dipodomys,ordii,1
1249,32.51335,-106.820567,Spermophilus,spilosoma,1
1249,32.51335,-106.820567,Neotoma,albigula/micropus,75
1249,32.51335,-106.820567,Onychomys,arenicola,54
1249,32.51335,-106.820567,Peromyscus,eremicus,38
1249,32.51335,-106.820567,Peromyscus,leucopus,26
1249,32.51335,-106.820567,Peromyscus,maniculatus,174
1249,32.51335,-106.820567,Reithrodontomys,megalotis,14
1249,32.51335,-106.820567,Chaetodipus,intermedius,54
1249,32.51335,-106.820567,Chaetodipus,penicillatus,144
1249,32.51335,-106.820567,Dipodomys,merriami,446
1249,32.51335,-106.820567,Dipodomys,ordii,19
1250,-7.770621,-51.961944,Akodon,sp. nov.,29
1250,-7.770621,-51.961944,Oecomys,catherinae,16
1250,-7.770621,-51.961944,Oecomys,roberti,62
1250,-7.770621,-51.961944,Oryzomys,emmonsae,153
1250,-7.770621,-51.961944,Oryzomys,megacephalus,77
1250,-7.770621,-51.961944,Rhipidomys,mastacalis,13
1250,-7.770621,-51.961944,Didelphis,marsupialis,23
1250,-7.770621,-51.961944,Marmosa,murina,55
1250,-7.770621,-51.961944,Micoureus,demerarae,75
1250,-7.770621,-51.961944,Monodelphis,spp.,17
1250,-7.770621,-51.961944,Philander,opossum,11
1250,-7.770621,-51.961944,Proechimys,cuvieri,45
1250,-7.770621,-51.961944,Proechimys,goeldii,29
1250,-7.770621,-51.961944,Proechimys,roberti,27
1251,47.114369,-122.564587,Microtus,oregoni,46
1251,47.114369,-122.564587,Myodes,gapperi,1
1251,47.114369,-122.564587,Peromyscus,maniculatus,153
1251,47.114369,-122.564587,Zapus,trinotatus,5
1251,47.114369,-122.564587,Mus,musculus,1
1251,47.114369,-122.564587,Mustela,erminea,5
1251,47.114369,-122.564587,Glaucomys,sabrinus,2
1251,47.114369,-122.564587,Tamias,townsendii,2
1251,47.114369,-122.564587,Sorex,monticolus,11
1251,47.114369,-122.564587,Sorex,trowbridgii,78
1251,47.114369,-122.564587,Sorex,vagrans,136
1251,47.114369,-122.564587,Neurotrichus,gibbsii,5
1252,2.975016,102.307173,Leopoldamys,sabanus,9
1252,2.975016,102.307173,Callosciurus,nigrovittatus,1
1252,2.975016,102.307173,Callosciurus,notatus,3
1252,2.975016,102.307173,Sundasciurus,lowii,1
1252,2.975016,102.307173,Tupaia,glis,2
1253,2.975016,102.307173,Leopoldamys,sabanus,5
1253,2.975016,102.307173,Rattus,tiomanicus,1
1253,2.975016,102.307173,Tupaia,glis,5
1254,2.975016,102.307173,Lenothrix,canus,1
1254,2.975016,102.307173,Leopoldamys,sabanus,3
1254,2.975016,102.307173,Maxomys,rajah,1
1254,2.975016,102.307173,Rattus,exulans,1
1254,2.975016,102.307173,Sundamys,muelleri,2
1254,2.975016,102.307173,Sundasciurus,lowii,1
1255,2.975016,102.307173,Leopoldamys,sabanus,2
1255,2.975016,102.307173,Sundamys,muelleri,1
1255,2.975016,102.307173,Tupaia,glis,1
1256,2.975016,102.307173,Leopoldamys,sabanus,11
1256,2.975016,102.307173,Tupaia,glis,1
1257,2.975016,102.307173,Leopoldamys,sabanus,10
1257,2.975016,102.307173,Sundamys,muelleri,2
1257,2.975016,102.307173,Rhinosciurus,laticaudatus,2
1258,47.43047,-96.500399,Microtus,pennsylvanicus,2
1258,47.43047,-96.500399,Myodes,gapperi,51
1258,47.43047,-96.500399,Peromyscus,leucopus,25
1258,47.43047,-96.500399,Peromyscus,maniculatus,22
1258,47.43047,-96.500399,Peromyscus,spp.,23
1258,47.43047,-96.500399,Synaptomys,cooperi,2
1258,47.43047,-96.500399,Zapus,hudsonius,5
1258,47.43047,-96.500399,Tamias,minimus,3
1258,47.43047,-96.500399,Tamias,striatus,4
1258,47.43047,-96.500399,Blarina,brevicauda,7
1258,47.43047,-96.500399,Sorex,cinereus,17
